,Unnamed: 0,id,authentication_id,latitude,longitude,vendor_category_en,vendor_category_id,delivery_charge,serving_distance,is_open,OpeningTime,OpeningTime2,prepration_time,commission,is_akeed_delivering,discount_percentage,status,verified,rank,language,vendor_rating,sunday_from_time1,sunday_to_time1,sunday_from_time2,sunday_to_time2,monday_from_time1,monday_to_time1,monday_from_time2,monday_to_time2,tuesday_from_time1,tuesday_to_time1,tuesday_from_time2,tuesday_to_time2,wednesday_from_time1,wednesday_to_time1,wednesday_from_time2,wednesday_to_time2,thursday_from_time1,thursday_to_time1,thursday_from_time2,thursday_to_time2,friday_from_time1,friday_to_time1,friday_from_time2,friday_to_time2,saturday_from_time1,saturday_to_time1,saturday_from_time2,saturday_to_time2,primary_tags,open_close_flags,vendor_tag,vendor_tag_name,one_click_vendor,country_id,city_id,created_at,updated_at,device_type,display_orders
0,0,4,118597,-0.588596154,0.754434091,Restaurants,2,0,6,1,11:00AM-11:30PM,-,15,0,Yes,0,1,1,11,EN,4.4,0:00:00,0:30:00,8:00:00,23:59:00,0:00:00,0:30:00,8:00:00,23:59:00,0:00:00,0:30:00,8:00:00,23:59:00,0:00:00,0:30:00,8:00:00,23:59:00,0:00:00,0:30:00,8:00:00,23:59:00,0:00:00,0:30:00,10:00:00,23:59:00,0:00:00,0:30:00,10:00:00,23:59:00,"{""primary_tags"":""4""}",1,"2,4,5,8,91,22,12,24,16,23","Arabic,Breakfast,Burgers,Desserts,Free Delivery,Grills,Lebanese,Salads,Sandwiches,Shawarma",Y,1,1,1/30/2018 14:42,4/7/2020 15:12,3,1
1,1,13,118608,-0.471653846,0.744470455,Restaurants,2,0.7,5,1,08:30AM-10:30PM,-,14,0,Yes,0,1,1,11,EN,4.7,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,19:30:00,0:00:00,1:30:00,8:00:00,19:30:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,"{""primary_tags"":""7""}",1,"4,41,51,34,27,15,24,16,28","Breakfast,Cakes,Crepes,Italian,Pasta,Pizzas,Salads,Sandwiches,Soups",Y,1,1,5/3/2018 12:32,4/5/2020 20:46,3,1
2,2,20,118616,-0.407526923,0.643680682,Restaurants,2,0,8,1,08:00AM-10:45PM,-,19,0,Yes,0,1,1,1,EN,4.5,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,8:00:00,22:45:00,,,"{""primary_tags"":""71""}",1,"4,8,91,10","Breakfast,Desserts,Free Delivery,Indian",Y,1,1,5/4/2018 22:28,4/7/2020 16:35,3,1
3,3,23,118619,-0.585384615,0.753811364,Restaurants,2,0,5,1,10:59AM-10:30PM,-,16,0,Yes,0,1,1,11,EN,4.5,9:00:00,23:30:00,,,9:00:00,23:30:00,,,9:00:00,23:30:00,,,9:00:00,23:30:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,9:00:00,23:45:00,,,"{""primary_tags"":""46""}",1,"5,8,30,24","Burgers,Desserts,Fries,Salads",Y,1,1,5/6/2018 19:20,4/2/2020 0:56,3,1
4,4,28,118624,0.480601923,0.552850455,Restaurants,2,0.7,15,1,11:00AM-11:45PM,-,10,0,Yes,0,1,1,11,EN,4.4,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,"{""primary_tags"":""32""}",1,5,Burgers,Y,1,1,5/17/2018 22:12,4/5/2020 15:57,3,1
5,5,33,118629,-0.494653846,0.743318182,Restaurants,2,0.7,6,1,11:00AM-10:30PM,-,17,0,Yes,0,1,1,11,EN,4.6,8:00:00,23:59:00,0:00:00,1:00:00,8:00:00,23:59:00,0:00:00,1:00:00,9:00:00,23:59:00,0:00:00,1:00:00,9:00:00,23:59:00,0:00:00,1:00:00,8:00:00,23:59:00,0:00:00,1:00:00,8:00:00,23:59:00,0:00:00,1:00:00,8:30:00,23:59:00,0:00:00,1:00:00,"{""primary_tags"":""51""}",1,"8,42","Desserts,Mexican",Y,1,1,5/24/2018 17:23,4/7/2020 15:04,3,1
6,6,43,118639,-0.115009615,0.545973409,Restaurants,2,0.7,15,1,11:00AM-11:45PM,-,15,0,Yes,0,1,1,11,EN,4.3,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,"{""primary_tags"":""8""}",1,"1,5,30,16","American,Burgers,Fries,Sandwiches",Y,1,1,6/20/2018 12:28,4/7/2020 16:56,3,1
7,7,44,118640,-0.936555769,0.081932955,Restaurants,2,0.7,15,1,11:00AM-11:45PM,-,14,0,Yes,0,1,1,11,EN,4.3,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,0:01:00,1:30:00,17:45:00,23:59:00,"{""primary_tags"":""8""}",1,"1,5,30,16","American,Burgers,Fries,Sandwiches",Y,1,1,6/20/2018 13:11,4/7/2020 20:09,3,1
8,8,55,118651,-1.170153846,0.103477273,Restaurants,2,0.7,10,1,09:00AM-11:30PM,-,19,0,Yes,0,1,1,11,EN,4.5,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,"{""primary_tags"":""21""}",1,"4,8,22,32,24,16,28","Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups",Y,1,1,7/22/2018 13:18,4/2/2020 19:49,3,1
9,9,66,118662,0.487488462,0.56505,Restaurants,2,0,15,1,05:00PM-11:00PM,-,20,0,Yes,10,1,1,1,EN,4,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,18:00:00,22:45:00,,,18:00:00,22:45:00,,,"{""primary_tags"":""271""}",1,"4,5,8,10,24","Breakfast,Burgers,Desserts,Indian,Salads",Y,1,1,8/9/2018 19:26,4/2/2020 11:41,3,1
10,10,67,118663,-0.181038462,0.490518182,Restaurants,2,0,15,1,08:00AM-11:30PM,-,15,0,Yes,0,1,1,11,EN,4.3,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,9:00:00,23:00:00,,,11:59:00,23:59:00,,,11:59:00,23:59:00,,,"{""primary_tags"":""129""}",1,"4,8,22,32,24,16,28","Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups",Y,1,1,8/9/2018 23:41,4/7/2020 12:25,3,1
11,11,75,118672,-0.600423077,0.755909091,Restaurants,2,0.7,5,1,11:00AM-10:30PM,-,15,0,Yes,0,1,1,11,EN,4.6,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:00:00,22:30:00,,,11:59:00,22:30:00,,,11:00:00,22:30:00,,,,1,"3,8,9,11,24,54","Asian,Desserts,Healthy Food,Japanese,Salads,Sushi",Y,1,1,8/22/2018 15:10,4/2/2020 0:52,3,1
12,12,76,118673,0.256334615,0.576669545,Restaurants,2,0.7,15,1,08:30AM-09:30PM,-,15,0,Yes,0,1,1,11,EN,4.6,8:00:00,21:30:00,,,8:00:00,21:30:00,,,8:00:00,21:30:00,,,8:00:00,21:30:00,,,8:00:00,21:30:00,,,8:00:00,11:30:00,16:00:00,21:30:00,8:00:00,21:30:00,,,"{""primary_tags"":""24""}",1,"16,4,5,52","Sandwiches,Breakfast,Burgers,Mojitos",Y,1,1,8/26/2018 14:45,3/24/2020 12:51,3,1
13,13,78,118675,-0.555403846,0.196336364,Restaurants,2,0.7,15,0,11:00AM-11:00PM,-,17,0,Yes,0,0,1,11,EN,4.4,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,0:01:00,2:00:00,18:00:00,23:59:00,,1,"15,34,4,28,27,24,8","Pizzas,Italian,Breakfast,Soups,Pasta,Salads,Desserts",Y,1,1,8/26/2018 21:47,3/31/2020 22:16,3,1
14,14,79,118676,0.634653846,0.527254545,Restaurants,2,0,15,1,11:59AM-2:15 am,-,15,0,Yes,0,1,1,11,EN,4.7,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,17:00:00,23:45:00,,,11:00:00,23:45:00,,,"{""primary_tags"":""323""}",1,"5,8,91,27,16","Burgers,Desserts,Free Delivery,Pasta,Sandwiches",Y,1,1,8/26/2018 22:36,4/7/2020 17:46,3,1
15,15,81,118678,-0.711961538,0.063368182,Restaurants,2,0,15,1,08:00AM-12:30PM,05:00PM-11:30PM,15,0,Yes,0,1,1,11,EN,3.8,0:01:00,0:59:00,8:00:00,23:59:00,0:01:00,0:59:00,8:00:00,23:59:00,0:01:00,0:59:00,8:00:00,23:59:00,0:01:00,0:59:00,8:00:00,23:59:00,0:01:00,0:59:00,8:00:00,23:59:00,0:01:00,0:59:00,8:00:00,23:59:00,0:00:00,0:59:00,8:00:00,23:59:00,,1,"2,4,8,53,13,24,16","Arabic,Breakfast,Desserts,Mandazi,Omani,Salads,Sandwiches",Y,1,1,9/1/2018 20:31,4/4/2020 13:38,3,1
16,16,82,118679,-0.417192308,0.64585,Restaurants,2,0.7,8,1,08:00AM-11:59PM,-,11,0,Yes,0,1,1,11,EN,4.4,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,0:01:00,1:30:00,10:00:00,23:59:00,"{""primary_tags"":""134""}",1,"4,8,12,50,15,24,16","Breakfast,Desserts,Lebanese,Manakeesh,Pizzas,Salads,Sandwiches",Y,1,1,9/3/2018 19:30,4/7/2020 16:38,3,1
17,17,83,118680,-0.927944231,0.145899545,Restaurants,2,0.7,15,1,11:00AM-11:00PM,-,15,0,Yes,0,1,1,11,EN,4.2,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,,1,"4,8,24,2","Breakfast,Desserts,Salads,Arabic",Y,1,1,9/13/2018 20:40,4/1/2020 22:07,3,1
18,18,84,118681,-1.004923077,0.078736364,Restaurants,2,0,15,1,10:00AM-11:45PM,-,14,0,Yes,0,1,1,11,EN,4.3,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:45:00,,,11:00:00,23:30:00,,,16:00:00,23:00:00,,,11:00:00,23:59:00,0:01:00,0:59:00,"{""primary_tags"":""90""}",1,"5,30,48,23","Burgers,Fries,Kids meal,Shawarma",Y,1,1,9/16/2018 19:37,4/7/2020 21:08,3,1
19,19,85,118682,-0.600173077,0.755861364,Sweets & Bakes,3,0,5,1,11:59AM-11:30PM,-,15,0,Yes,50,1,1,11,EN,4.6,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,11:59:00,23:45:00,,,14:00:00,23:45:00,,,11:59:00,23:45:00,,,,1,"8,13","Desserts,Omani",Y,1,1,9/16/2018 20:01,4/7/2020 10:47,3,1
20,20,86,118683,-0.498134615,0.058017273,Sweets & Bakes,3,0,15,1,08:30AM-11:45PM,-,13,0,Yes,0,1,1,11,EN,4.5,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,8:30:00,23:45:00,,,16:00:00,23:45:00,,,8:30:00,23:45:00,,,"{""primary_tags"":""336""}",1,"41,51,8,57,38,43,32,62,25","Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles",Y,1,1,9/20/2018 19:39,4/7/2020 20:00,3,1
21,21,90,118687,-0.601096154,0.095997727,Restaurants,2,0,15,1,11:59AM-11:45PM,-,14,0,Yes,0,1,1,1,EN,4.4,0:01:00,0:45:00,11:59:00,23:59:00,0:01:00,0:45:00,11:59:00,23:59:00,0:01:00,0:45:00,11:59:00,23:59:00,0:01:00,0:45:00,11:59:00,23:59:00,0:01:00,0:45:00,11:59:00,23:59:00,0:01:00,0:45:00,12:59:00,23:59:00,0:01:00,0:45:00,11:59:00,23:59:00,"{""primary_tags"":""90""}",1,"1,5,8,52,27","American,Burgers,Desserts,Mojitos ,Pasta",Y,1,1,10/4/2018 19:41,4/5/2020 15:46,3,1
22,22,92,118689,-0.492188462,0.744160455,Restaurants,2,0.7,6,1,11:00AM-10:45PM,-,14,0,Yes,0,1,1,11,EN,4.6,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,22:00:00,,,13:00:00,23:00:00,,,13:00:00,23:00:00,,,13:00:00,22:00:00,,,"{""primary_tags"":""31""}",1,"3,38,48","Asian,Fresh Juices,Kids meal",Y,1,1,10/7/2018 17:26,4/7/2020 15:05,3,1
23,23,104,118701,-0.032442308,0.655636364,Restaurants,2,0,2,1,10:59AM-11:30PM,-,10,0,Yes,0,1,1,11,EN,4.5,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,13:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,10/18/2018 21:01,4/3/2020 22:28,3,1
24,24,105,118702,-0.967769231,0.080838636,Restaurants,2,0,15,1,10:59AM-11:30PM,-,12,0,Yes,0,1,1,11,EN,4.5,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,0:01:00,0:30:00,13:00:00,23:59:00,0:01:00,0:30:00,11:00:00,23:59:00,"{""primary_tags"":""134""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,10/19/2018 12:38,4/7/2020 23:41,3,1
25,25,106,118703,0.618615385,0.527193182,Restaurants,2,0,15,1,10:59AM-11:30PM,-,10,0,Yes,0,1,1,11,EN,4.5,0:01:00,0:15:00,11:00:00,23:59:00,0:01:00,0:15:00,11:00:00,23:59:00,0:01:00,0:15:00,11:00:00,23:59:00,0:01:00,0:15:00,11:00:00,23:59:00,0:01:00,0:15:00,11:00:00,23:59:00,0:01:00,0:15:00,13:00:00,23:59:00,0:01:00,0:15:00,11:00:00,23:59:00,"{""primary_tags"":""32""}",1,"1,5,91,29,27","American,Burgers,Free Delivery,Hot Dogs,Pasta",Y,1,1,10/19/2018 13:35,4/6/2020 14:01,3,1
26,26,110,118707,0.016792308,0.547940909,Restaurants,2,0.7,15,1,11:15AM-10:00PM,-,18,0,Yes,35,1,1,11,EN,4.6,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,0:00:00,1:30:00,8:00:00,23:59:00,"{""primary_tags"":""46""}",1,"3,58,22,11,33,28","Asian,Dimsum,Grills,Japanese,Rice,Soups",Y,1,1,10/21/2018 22:21,4/7/2020 19:29,3,1
27,27,113,118710,0.630134615,0.527052273,Restaurants,2,0,15,1,10:59AM-10:59PM,-,10,0,Yes,0,1,1,11,EN,4.7,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,11:00:00,23:00:00,,,12:59:00,23:00:00,,,11:59:00,23:00:00,,,"{""primary_tags"":""462""}",1,"2,8,91,10","Arabic,Desserts,Free Delivery,Indian",Y,1,1,10/24/2018 18:11,4/7/2020 23:51,3,1
28,28,115,118712,0.578865385,0.528270455,Sweets & Bakes,2,0,15,1,09:59AM-11:45PM,-,13,0,Yes,0,1,1,11,EN,4.8,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,10:00:00,23:45:00,,,15:00:00,23:45:00,,,10:00:00,23:45:00,,,"{""primary_tags"":""138""}",1,"8,91,9,56","Desserts,Free Delivery,Healthy Food,Sweets",Y,1,1,10/28/2018 13:34,4/6/2020 13:44,3,1
29,29,134,118731,-0.056273077,0.632288636,Restaurants,2,0,15,0,8:00AM-09:45PM,-,16,0,Yes,0,0,0,11,EN,4.5,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,10:00:00,21:45:00,,,"{""primary_tags"":""534""}",1,"5,9,32,16,35","Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks",Y,1,1,11/27/2018 15:33,4/3/2020 23:02,3,1
30,30,145,118742,-0.605892284,0.07295306,Restaurants,2,0,15,0,04:00PM-11:45PM,-,10,0,Yes,0,0,0,11,EN,3.2,0:01:00,0:59:00,11:30:00,23:59:00,0:01:00,0:59:00,11:30:00,23:59:00,0:01:00,0:59:00,11:30:00,23:59:00,0:01:00,0:59:00,11:30:00,23:59:00,0:01:00,0:59:00,11:30:00,23:59:00,0:01:00,0:59:00,16:00:00,23:59:00,0:01:00,0:59:00,11:30:00,23:59:00,,1,"2,15,16","Arabic,Pizzas,Sandwiches",Y,1,1,12/12/2018 15:39,4/5/2020 11:46,3,1
